PAN_NO,TARGET_NO,CALL_TYPE,TOC,B_PARTY,LRN_NO,LRN_TSP,CALL_TIME,DURATION,FIRST_CGI,FIRST_LAT,FIRST_LON,LAST_CGI,LAST_LAT,LAST_LON,SMSC_NO,IMEI,IMSI,CALL_FWD,ROAM_NO,SW4MSCID,IN_TG,OUT_TG
PAN100077,9876500001,MO,VOICE,9547605561,5050340486,BSNL,2026-07-02 10:32:00,429,CGI02735,27.06135,80.63102,CGI00426,26.62773,80.76977,9148852098,622086353654195,404451802380617,,ROAM,MSC6090,TG435,TG188
PAN100141,9123456780,SMS-MT,SMS,9841300022,6263674265,AIRTEL,2026-07-02 11:08:07,0,CGI02366,27.0646,81.22073,CGI03732,26.9008,81.22437,9193392654,390198179469548,404459952997877,,ROAM,MSC4812,TG825,TG397
PAN100147,9876500001,MO,VOICE,9773314235,5979871930,BSNL,2026-07-02 11:41:04,2933,CGI03829,26.67931,80.92225,CGI03829,26.67931,80.92225,9132021033,938276153966958,404453219719975,,ROAM,MSC3886,TG415,TG515
PAN100061,9812345678,SMS-MO,SMS,9312850944,6994607170,VI,2026-07-02 12:25:29,0,CGI00512,27.1733,80.80027,CGI00512,27.1733,80.80027,9191810512,101666870021765,404459180339740,,ROAM,MSC5593,TG656,TG677
PAN100014,9876500001,MT,VOICE,9560964462,9183314236,BSNL,2026-07-02 13:21:34,2901,CGI01892,26.56808,80.75362,CGI01892,26.56808,80.75362,9152274692,909670546688937,404453467065627,,ROAM,MSC9751,TG127,TG503
PAN100114,9876500001,MT,VOICE,9547605561,5755976246,JIO,2026-07-02 14:24:41,37,CGI03779,26.5353,80.60778,CGI03205,27.20713,81.07849,9120774029,694486959463688,404457258874495,,HOME,MSC3262,TG975,TG984
PAN100139,9387416172,MT,VOICE,9497049127,8079161918,BSNL,2026-07-02 14:24:46,2605,CGI03829,26.67931,80.92225,CGI03307,27.24171,80.50877,9173866174,602592222064474,404452123094077,,HOME,MSC1094,TG722,TG605
PAN100073,9812345678,SMS-MT,SMS,9265192771,6549834042,BSNL,2026-07-02 17:00:13,0,CGI02795,26.94363,80.60677,CGI02795,26.94363,80.60677,9101246473,51627136111554,404452622189092,,HOME,MSC4490,TG743,TG866
PAN100119,9812345678,MT,VOICE,9820072695,6895250612,BSNL,2026-07-02 17:29:20,723,CGI02366,27.0646,81.22073,CGI02366,27.0646,81.22073,9177981603,155942843479552,404457636556472,,ROAM,MSC4744,TG933,TG202
PAN100001,9387416172,MO,VOICE,9954413445,4136505587,JIO,2026-07-02 17:57:34,922,CGI00302,27.11504,80.77477,CGI00302,27.11504,80.77477,9129345092,389083863794026,404455423511615,,HOME,MSC1711,TG847,TG570
PAN100142,9876500001,MO,VOICE,9773314235,4195387472,VI,2026-07-02 18:13:51,2569,CGI02175,27.16339,80.6399,CGI03599,26.95021,80.77524,9175217695,303441448850155,404456990235577,,ROAM,MSC8888,TG259,TG742
PAN100101,9387416172,SMS-MT,SMS,9547605561,6165512104,BSNL,2026-07-02 18:28:29,0,CGI03732,26.9008,81.22437,CGI03732,26.9008,81.22437,9100582186,808697829221699,404455866934654,,HOME,MSC3185,TG241,TG522
PAN100174,9387416172,MO,VOICE,9547605561,4855069520,AIRTEL,2026-07-02 18:57:10,2854,CGI00302,27.11504,80.77477,CGI00302,27.11504,80.77477,9179854290,613674994657967,404458427114773,,HOME,MSC2631,TG855,TG154
PAN100129,9387416172,SMS-MO,SMS,9413319482,7114589739,BSNL,2026-07-02 19:04:13,0,CGI00049,27.21862,81.13242,CGI00049,27.21862,81.13242,9125428946,383928861957612,404452868528975,,ROAM,MSC6319,TG965,TG480
PAN100029,9812345678,MO,VOICE,9560964462,7735313433,VI,2026-07-02 19:35:13,2320,CGI00512,27.1733,80.80027,CGI00512,27.1733,80.80027,9119804386,904228421020539,404455024026811,,ROAM,MSC9408,TG707,TG211
PAN100085,9387416172,MT,VOICE,9487716368,4048943839,AIRTEL,2026-07-02 19:42:40,695,CGI00115,26.7565,80.8092,CGI01590,26.7422,81.19254,9133492807,154100676267658,404456179327104,9525001304,ROAM,MSC2215,TG450,TG274
PAN100081,9876500001,SMS-MO,SMS,9954413445,8047064636,JIO,2026-07-02 20:53:51,0,CGI02386,27.12091,80.81141,CGI02386,27.12091,80.81141,9122547129,966706625324472,404450999347687,,HOME,MSC5583,TG492,TG240
PAN100172,9812345678,SMS-MT,SMS,9773314235,5509825605,JIO,2026-07-02 21:13:37,0,CGI03779,26.5353,80.60778,CGI03779,26.5353,80.60778,9119536326,495528938911908,404453342801387,,HOME,MSC4033,TG550,TG789
PAN100155,9387416172,MT,VOICE,9558888544,8597385942,VI,2026-07-02 21:45:16,902,CGI03957,26.66549,80.98712,CGI03957,26.66549,80.98712,9159845276,72006425690877,404456618306719,,ROAM,MSC6463,TG798,TG410
PAN100015,9387416172,MO,VOICE,9820072695,9744521119,BSNL,2026-07-03 06:24:20,3558,CGI03779,26.5353,80.60778,CGI03779,26.5353,80.60778,9137346970,641708053100330,404459232719374,,HOME,MSC2876,TG896,TG938
PAN100115,9387416172,SMS-MO,SMS,9711832331,7035639663,AIRTEL,2026-07-03 07:32:25,0,CGI03829,26.67931,80.92225,CGI03829,26.67931,80.92225,9152224611,12796114351906,404456984902770,,HOME,MSC9489,TG392,TG299
PAN100088,9387416172,MT,VOICE,9947003778,8175416378,AIRTEL,2026-07-03 08:48:28,150,CGI03205,27.20713,81.07849,CGI03957,26.66549,80.98712,9116936398,61632945116868,404455487099861,,HOME,MSC2641,TG208,TG676
PAN100137,9812345678,MO,VOICE,9954413445,8081069523,AIRTEL,2026-07-03 09:02:26,1948,CGI01590,26.7422,81.19254,CGI00115,26.7565,80.8092,9199638766,331279757366096,404455699988081,,ROAM,MSC1694,TG998,TG351
PAN100025,9876500001,MO,VOICE,9773314235,6934040683,BSNL,2026-07-03 09:05:39,2800,CGI03307,27.24171,80.50877,CGI03307,27.24171,80.50877,9178270025,237474074821759,404454647436713,,HOME,MSC5847,TG816,TG402
PAN100094,9876500001,SMS-MO,SMS,9487716368,9019123510,AIRTEL,2026-07-03 11:03:00,0,CGI01892,26.56808,80.75362,CGI01892,26.56808,80.75362,9165709924,129666676008350,404455830033542,,HOME,MSC9246,TG702,TG413
PAN100065,9123456780,SMS-MT,SMS,9558888544,9057913553,BSNL,2026-07-03 11:38:44,0,CGI03779,26.5353,80.60778,CGI03779,26.5353,80.60778,9142833932,479356465193982,404458073741672,,ROAM,MSC4965,TG358,TG774
PAN100154,9387416172,SMS-MO,SMS,9255601111,8153944226,JIO,2026-07-03 12:48:57,0,CGI03599,26.95021,80.77524,CGI03599,26.95021,80.77524,9193369050,244717465421406,404456504427173,,HOME,MSC3923,TG760,TG603
PAN100054,9812345678,MO,VOICE,9594033331,7545940090,AIRTEL,2026-07-03 13:38:23,555,CGI04469,27.08106,80.67999,CGI01892,26.56808,80.75362,9191313946,918785191088398,404452258713971,,HOME,MSC1911,TG564,TG235
PAN100043,9812345678,MT,VOICE,9558888544,8886363266,VI,2026-07-03 17:23:23,140,CGI01892,26.56808,80.75362,CGI00049,27.21862,81.13242,9153423225,543102786814473,404459473121727,,ROAM,MSC6236,TG783,TG455
PAN100044,9387416172,MO,VOICE,9255601111,9847564390,AIRTEL,2026-07-03 17:59:44,1236,CGI03599,26.95021,80.77524,CGI03599,26.95021,80.77524,9116288992,323705895782911,404454678669125,,HOME,MSC9476,TG452,TG231
PAN100110,9812345678,MT,VOICE,9773314235,8156392601,BSNL,2026-07-03 18:08:28,3481,CGI03205,27.20713,81.07849,CGI03205,27.20713,81.07849,9148156722,37314530385677,404450051844989,,ROAM,MSC6985,TG701,TG769
PAN100062,9387416172,MT,VOICE,9560964462,8992685794,AIRTEL,2026-07-03 18:45:52,72,CGI04960,26.6099,80.9001,CGI01037,26.92794,80.77018,9176060638,685621850163159,404459965047735,,HOME,MSC4043,TG796,TG699
PAN100179,9387416172,MO,VOICE,9914019912,9663572269,JIO,2026-07-03 18:48:19,613,CGI03307,27.24171,80.50877,CGI03307,27.24171,80.50877,9185084307,364424936312303,404454778660324,,HOME,MSC5551,TG774,TG663
PAN100047,9123456780,SMS-MO,SMS,9255601111,7277581356,BSNL,2026-07-03 19:59:36,0,CGI00115,26.7565,80.8092,CGI00115,26.7565,80.8092,9169085198,774701687339500,404454797480162,,ROAM,MSC6992,TG882,TG512
PAN100023,9123456780,MT,VOICE,9560964462,6180716723,JIO,2026-07-03 20:17:49,1579,CGI03829,26.67931,80.92225,CGI01590,26.7422,81.19254,9137962005,499727875588675,404453396360576,,ROAM,MSC3492,TG607,TG137
PAN100093,9123456780,MO,VOICE,9942645882,5525930586,VI,2026-07-03 21:57:21,3318,CGI03599,26.95021,80.77524,CGI03599,26.95021,80.77524,9156434872,554947170999173,404458168460223,,ROAM,MSC8496,TG246,TG423
PAN100121,9123456780,MT,VOICE,9560964462,4336757755,VI,2026-07-03 22:18:22,2488,CGI02386,27.12091,80.81141,CGI01037,26.92794,80.77018,9162243750,225699611253554,404454964759876,,ROAM,MSC3048,TG845,TG340
PAN100169,9812345678,MO,VOICE,9487716368,9848712560,BSNL,2026-07-04 04:48:17,2825,CGI02795,26.94363,80.60677,CGI04960,26.6099,80.9001,9175910136,647158904290257,404452520456504,,ROAM,MSC2258,TG626,TG298
PAN100058,9387416172,SMS-MT,SMS,9502139564,7752171298,AIRTEL,2026-07-04 06:24:43,0,CGI02175,27.16339,80.6399,CGI02175,27.16339,80.6399,9178864147,837354033173936,404453854678544,,HOME,MSC9147,TG577,TG200
PAN100074,9876500001,SMS-MT,SMS,9820072695,7135365431,VI,2026-07-04 07:06:08,0,CGI01590,26.7422,81.19254,CGI01590,26.7422,81.19254,9157631581,523413899940438,404459836403761,,HOME,MSC2163,TG640,TG112
PAN100076,9123456780,SMS-MT,SMS,9413319482,4236346130,AIRTEL,2026-07-04 07:27:07,0,CGI01892,26.56808,80.75362,CGI01892,26.56808,80.75362,9116031369,20275884252410,404455648149177,,HOME,MSC1908,TG611,TG979
PAN100122,9812345678,SMS-MT,SMS,9502139564,6355504998,JIO,2026-07-04 09:06:06,0,CGI00302,27.11504,80.77477,CGI03957,26.66549,80.98712,9153286118,811492164334722,404458200557784,,HOME,MSC3213,TG814,TG652
PAN100102,9812345678,SMS-MT,SMS,9599837854,8864788029,AIRTEL,2026-07-04 09:39:45,0,CGI03871,26.52643,80.94927,CGI04960,26.6099,80.9001,9167631432,851587996846081,404450620034244,,HOME,MSC2016,TG807,TG903
PAN100053,9876500001,MO,VOICE,9547605561,5408434291,BSNL,2026-07-04 09:54:40,1216,CGI04960,26.6099,80.9001,CGI01892,26.56808,80.75362,9189826000,122753046374549,404459045301742,,HOME,MSC6095,TG806,TG220
PAN100118,9812345678,MT,VOICE,9594033331,9165843017,AIRTEL,2026-07-04 10:15:55,786,CGI03312,26.52331,80.75797,CGI03312,26.52331,80.75797,9183026670,521117908075957,404459472846392,9773314235,HOME,MSC9859,TG133,TG614
PAN100145,9812345678,SMS-MO,SMS,9560964462,4505306513,AIRTEL,2026-07-04 11:34:20,0,CGI01590,26.7422,81.19254,CGI01590,26.7422,81.19254,9121138757,410988138585424,404459321495870,,HOME,MSC8712,TG791,TG151
PAN100168,9876500001,SMS-MT,SMS,9954413445,7247485135,JIO,2026-07-04 11:55:33,0,CGI02386,27.12091,80.81141,CGI02386,27.12091,80.81141,9100888369,646287923264870,404454947873002,,HOME,MSC8742,TG227,TG769
PAN100057,9812345678,MT,VOICE,9947003778,7915196257,BSNL,2026-07-04 13:17:03,2712,CGI04991,27.27628,80.77472,CGI03599,26.95021,80.77524,9174605013,705685662462873,404453427086688,,HOME,MSC4331,TG438,TG762
PAN100097,9387416172,SMS-MO,SMS,9525001304,7492574713,JIO,2026-07-04 13:18:16,0,CGI01892,26.56808,80.75362,CGI01892,26.56808,80.75362,9138999266,556110022557941,404455521667467,,ROAM,MSC3732,TG215,TG235
PAN100068,9876500001,SMS-MO,SMS,9356209981,9490449224,JIO,2026-07-04 13:27:24,0,CGI00426,26.62773,80.76977,CGI00426,26.62773,80.76977,9177490324,182553714785969,404456915579249,,HOME,MSC3194,TG420,TG220
PAN100012,9812345678,MT,VOICE,9971299001,5897456484,AIRTEL,2026-07-04 13:37:38,1252,CGI03599,26.95021,80.77524,CGI03599,26.95021,80.77524,9168608612,721489513433200,404453791769367,,HOME,MSC1090,TG868,TG981
PAN100173,9387416172,MO,VOICE,9265192771,6001032544,AIRTEL,2026-07-04 14:26:07,1562,CGI01590,26.7422,81.19254,CGI03732,26.9008,81.22437,9166547299,548015716479473,404458646317520,,HOME,MSC2723,TG505,TG548
PAN100064,9123456780,SMS-MT,SMS,9942645882,5154998170,VI,2026-07-04 15:10:43,0,CGI04960,26.6099,80.9001,CGI04960,26.6099,80.9001,9166185975,212646471543799,404453712406596,,ROAM,MSC6399,TG550,TG442
PAN100116,9387416172,SMS-MT,SMS,9711832331,8296201113,AIRTEL,2026-07-04 16:43:02,0,CGI01037,26.92794,80.77018,CGI01037,26.92794,80.77018,9111655844,465669380118489,404455543937690,,HOME,MSC7670,TG618,TG209
PAN100009,9387416172,SMS-MO,SMS,9971299001,6098228320,JIO,2026-07-04 18:13:43,0,CGI03599,26.95021,80.77524,CGI02366,27.0646,81.22073,9112388090,640052427868011,404452805982620,,HOME,MSC1653,TG466,TG315
PAN100167,9812345678,MT,VOICE,9947003778,8670248373,BSNL,2026-07-04 18:49:17,2397,CGI03779,26.5353,80.60778,CGI03779,26.5353,80.60778,9126098642,759980562656504,404455547813767,,ROAM,MSC7944,TG846,TG524
PAN100017,9123456780,MT,VOICE,9599837854,5627746667,JIO,2026-07-04 19:05:17,1107,CGI01892,26.56808,80.75362,CGI01892,26.56808,80.75362,9166344695,527354549480831,404453678377701,,HOME,MSC4986,TG413,TG779
PAN100163,9812345678,MO,VOICE,9525001304,9858294672,JIO,2026-07-04 19:05:39,3091,CGI02386,27.12091,80.81141,CGI01583,26.51681,81.13911,9114893677,657905528183253,404458179335548,,HOME,MSC2038,TG481,TG453
PAN100080,9812345678,SMS-MT,SMS,9413319482,9996824298,JIO,2026-07-04 19:20:09,0,CGI00302,27.11504,80.77477,CGI02735,27.06135,80.63102,9190890014,442067883171210,404450323651994,,ROAM,MSC2228,TG122,TG166
PAN100157,9387416172,MT,VOICE,9631265478,8934718253,AIRTEL,2026-07-04 19:42:33,1668,CGI01892,26.56808,80.75362,CGI00049,27.21862,81.13242,9109668169,27079032020417,404459291117993,9560964462,HOME,MSC7586,TG432,TG223
PAN100091,9387416172,MO,VOICE,9255601111,6798546298,JIO,2026-07-04 20:41:14,675,CGI03732,26.9008,81.22437,CGI03732,26.9008,81.22437,9191563298,72290349446657,404454374896910,,ROAM,MSC7131,TG674,TG762
PAN100003,9387416172,SMS-MO,SMS,9502139564,6815087637,BSNL,2026-07-04 21:36:56,0,CGI02366,27.0646,81.22073,CGI02366,27.0646,81.22073,9186282117,724238849696532,404458710122691,,HOME,MSC8668,TG641,TG357
PAN100126,9123456780,SMS-MO,SMS,9413319482,9013774538,VI,2026-07-04 22:15:40,0,CGI04469,27.08106,80.67999,CGI04469,27.08106,80.67999,9178476684,163009792513271,404459500528127,,HOME,MSC6690,TG924,TG549
PAN100105,9387416172,MO,VOICE,9487716368,4486937758,VI,2026-07-04 22:43:56,992,CGI02386,27.12091,80.81141,CGI02386,27.12091,80.81141,9172509424,408588770435811,404452880133613,,ROAM,MSC8130,TG762,TG936
PAN100072,9812345678,SMS-MT,SMS,9312850944,7557708750,VI,2026-07-04 22:52:13,0,CGI02795,26.94363,80.60677,CGI02795,26.94363,80.60677,9173458776,929750017012770,404456324241541,,HOME,MSC3711,TG153,TG505
PAN100104,9387416172,MT,VOICE,9895986331,7988427908,JIO,2026-07-05 00:29:45,540,CGI02146,26.6361,80.76953,CGI02146,26.6361,80.76953,9183935292,947985158328182,404456886153355,,HOME,MSC9691,TG586,TG674
PAN100011,9387416172,SMS-MO,SMS,9547605561,4496694873,AIRTEL,2026-07-05 05:38:27,0,CGI01037,26.92794,80.77018,CGI02386,27.12091,80.81141,9134188276,60883561595148,404454656482366,,ROAM,MSC3851,TG730,TG682
PAN100131,9812345678,SMS-MO,SMS,9525001304,9689509039,BSNL,2026-07-05 07:25:36,0,CGI03779,26.5353,80.60778,CGI03871,26.52643,80.94927,9123206579,791940961055661,404453906048058,,HOME,MSC6354,TG614,TG814
PAN100134,9387416172,MT,VOICE,9413319482,4227999411,JIO,2026-07-05 09:18:12,2165,CGI03829,26.67931,80.92225,CGI01590,26.7422,81.19254,9108938604,645104636815798,404451238780038,,HOME,MSC3572,TG118,TG455
PAN100151,9812345678,MT,VOICE,9971299001,5118594780,BSNL,2026-07-05 09:44:59,3277,CGI02175,27.16339,80.6399,CGI02366,27.0646,81.22073,9177596783,290490471281442,404459444019292,,HOME,MSC3873,TG367,TG901
PAN100128,9876500001,MO,VOICE,9954413445,6829915449,JIO,2026-07-05 11:41:20,2266,CGI03957,26.66549,80.98712,CGI03957,26.66549,80.98712,9117418007,203173109678994,404450539103717,,HOME,MSC7814,TG941,TG477
PAN100030,9123456780,MT,VOICE,9720983465,6946766309,BSNL,2026-07-05 13:01:03,185,CGI02795,26.94363,80.60677,CGI00049,27.21862,81.13242,9195616885,711592124998569,404458478961183,,ROAM,MSC7779,TG447,TG947
PAN100164,9123456780,MT,VOICE,9594033331,9103939767,BSNL,2026-07-05 13:23:51,510,CGI03732,26.9008,81.22437,CGI00512,27.1733,80.80027,9111718382,162411241272380,404454682756704,,HOME,MSC4806,TG954,TG632
PAN100109,9812345678,SMS-MO,SMS,9497049127,7615473387,AIRTEL,2026-07-05 14:06:11,0,CGI03599,26.95021,80.77524,CGI03599,26.95021,80.77524,9172292089,341108099693084,404458872563942,,HOME,MSC9362,TG192,TG506
PAN100005,9876500001,MO,VOICE,9895986331,6962958940,VI,2026-07-05 14:38:27,2259,CGI03779,26.5353,80.60778,CGI03871,26.52643,80.94927,9153551839,578713315098393,404450103105183,,HOME,MSC9834,TG235,TG840
PAN100016,9876500001,SMS-MO,SMS,9356209981,8621369670,AIRTEL,2026-07-05 15:58:24,0,CGI04960,26.6099,80.9001,CGI02386,27.12091,80.81141,9113676961,491905865185067,404451657262849,,ROAM,MSC9817,TG893,TG595
PAN100046,9123456780,SMS-MO,SMS,9487716368,5744154114,BSNL,2026-07-05 16:19:30,0,CGI01583,26.51681,81.13911,CGI02386,27.12091,80.81141,9109794273,27677359255562,404455881537147,,HOME,MSC2586,TG151,TG397
PAN100092,9812345678,MO,VOICE,9599837854,5283298067,AIRTEL,2026-07-05 16:55:17,269,CGI03312,26.52331,80.75797,CGI01037,26.92794,80.77018,9169429969,309652074466609,404459353875842,,ROAM,MSC3967,TG400,TG199
PAN100078,9123456780,MO,VOICE,9773314235,9134300222,AIRTEL,2026-07-05 18:15:29,2317,CGI01037,26.92794,80.77018,CGI01037,26.92794,80.77018,9120208677,60385050641383,404456702410386,,HOME,MSC2391,TG694,TG197
PAN100004,9387416172,SMS-MO,SMS,9942645882,5948728483,VI,2026-07-05 18:21:07,0,CGI03871,26.52643,80.94927,CGI03871,26.52643,80.94927,9167187530,281489325288095,404457015430391,,HOME,MSC8962,TG935,TG170
PAN100027,9812345678,SMS-MT,SMS,9773314235,4323408297,AIRTEL,2026-07-05 18:21:51,0,CGI03957,26.66549,80.98712,CGI03957,26.66549,80.98712,9190774633,685160481754965,404451370985931,,ROAM,MSC8606,TG817,TG409
PAN100055,9123456780,MO,VOICE,9777191992,9230846290,JIO,2026-07-05 18:25:16,1901,CGI00308,26.69558,80.66654,CGI00308,26.69558,80.66654,9106078694,651801704622656,404457661825128,,HOME,MSC4648,TG954,TG103
PAN100038,9387416172,MT,VOICE,9820072695,9624121768,BSNL,2026-07-05 18:50:28,980,CGI01583,26.51681,81.13911,CGI01583,26.51681,81.13911,9126040410,597746886239240,404457581814124,,HOME,MSC8167,TG193,TG327
PAN100002,9387416172,SMS-MO,SMS,9942645882,9120840492,JIO,2026-07-05 19:39:56,0,CGI03307,27.24171,80.50877,CGI03307,27.24171,80.50877,9106150444,341316475255341,404459283276483,,ROAM,MSC1916,TG334,TG941
PAN100127,9876500001,MO,VOICE,9954413445,6104929112,AIRTEL,2026-07-05 20:31:45,2975,CGI01892,26.56808,80.75362,CGI01892,26.56808,80.75362,9172963514,557498218274485,404457086209593,,HOME,MSC9830,TG938,TG496
PAN100117,9387416172,MO,VOICE,9773314235,9914514768,BSNL,2026-07-05 20:52:50,487,CGI00512,27.1733,80.80027,CGI00512,27.1733,80.80027,9132651583,577907141633565,404458804341651,,HOME,MSC6142,TG462,TG323
PAN100071,9876500001,MT,VOICE,9547605561,7374517348,JIO,2026-07-05 21:32:57,1193,CGI03732,26.9008,81.22437,CGI02175,27.16339,80.6399,9137221734,223253672946671,404451684577590,,ROAM,MSC2526,TG848,TG569
PAN100112,9387416172,SMS-MO,SMS,9895986331,8374939731,VI,2026-07-05 21:33:25,0,CGI02175,27.16339,80.6399,CGI02366,27.0646,81.22073,9111508969,379772369292984,404452579913662,,HOME,MSC4315,TG635,TG980
